1, 10, 2019, 0, 0, 3, 44.900002
1, 10, 2019, 0, 10, 3, 44.900002
1, 10, 2019, 0, 20, 3, 44.900002
1, 10, 2019, 0, 30, 2, 45.299999
1, 10, 2019, 0, 40, 3, 45.299999
1, 10, 2019, 0, 50, 3, 45.200001
1, 10, 2019, 1, 0, 2, 45.099998
1, 10, 2019, 1, 10, 3, 44.900002
1, 10, 2019, 1, 20, 3, 45.700001
1, 10, 2019, 1, 30, 2, 45.500000
1, 10, 2019, 1, 40, 3, 45.299999
1, 10, 2019, 1, 50, 3, 45.400002
1, 10, 2019, 2, 0, 2, 45.700001
1, 10, 2019, 2, 10, 3, 45.400002
1, 10, 2019, 2, 20, 3, 45.400002
1, 10, 2019, 2, 30, 5, 45.299999
1, 10, 2019, 2, 40, 5, 45.000000
1, 10, 2019, 2, 50, 3, 44.900002
1, 10, 2019, 3, 0, 2, 45.099998
1, 10, 2019, 3, 10, 2, 44.799999
1, 10, 2019, 3, 20, 3, 45.299999
1, 10, 2019, 3, 30, 2, 45.099998
1, 10, 2019, 3, 40, 2, 44.700001
1, 10, 2019, 3, 50, 3, 45.299999
1, 10, 2019, 4, 0, 3, 45.099998
1, 10, 2019, 4, 10, 2, 45.000000
1, 10, 2019, 4, 20, 5, 44.299999
1, 10, 2019, 4, 30, 2, 45.200001
1, 10, 2019, 4, 40, 3, 45.200001
1, 10, 2019, 4, 50, 2, 44.599998
1, 10, 2019, 5, 0, 3, 44.400002
1, 10, 2019, 5, 10, 3, 44.700001
1, 10, 2019, 5, 20, 2, 45.099998
1, 10, 2019, 5, 30, 2, 45.900002
1, 10, 2019, 5, 40, 3, 45.799999
1, 10, 2019, 5, 50, 2, 45.099998
1, 10, 2019, 6, 0, 2, 44.700001
1, 10, 2019, 6, 10, 3, 45.200001
1, 10, 2019, 6, 20, 3, 44.900002
1, 10, 2019, 6, 30, 3, 44.099998
1, 10, 2019, 6, 40, 3, 44.700001
1, 10, 2019, 6, 50, 2, 44.700001
1, 10, 2019, 7, 0, 2, 44.599998
1, 10, 2019, 7, 10, 3, 44.000000
1, 10, 2019, 7, 20, 3, 43.900002
1, 10, 2019, 7, 30, 2, 44.000000
1, 10, 2019, 7, 40, 3, 44.099998
1, 10, 2019, 7, 50, 5, 44.400002
1, 10, 2019, 8, 0, 5, 44.599998
1, 10, 2019, 8, 10, 3, 44.299999
1, 10, 2019, 8, 20, 3, 44.200001
1, 10, 2019, 8, 30, 2, 43.900002
1, 10, 2019, 8, 40, 3, 43.099998
1, 10, 2019, 8, 50, 5, 43.000000
1, 10, 2019, 9, 0, 3, 42.000000
1, 10, 2019, 9, 10, 2, 42.599998
1, 10, 2019, 9, 20, 2, 42.000000
1, 10, 2019, 9, 30, 3, 42.400002
1, 10, 2019, 9, 40, 2, 42.400002
1, 10, 2019, 9, 50, 2, 42.299999
1, 10, 2019, 10, 0, 3, 42.200001
1, 10, 2019, 10, 10, 2, 42.200001
1, 10, 2019, 10, 20, 2, 42.200001
1, 10, 2019, 10, 30, 3, 42.299999
1, 10, 2019, 10, 40, 2, 42.400002
1, 10, 2019, 10, 50, 2, 42.400002
1, 10, 2019, 11, 0, 3, 43.099998
1, 10, 2019, 11, 10, 2, 43.200001
1, 10, 2019, 11, 20, 2, 43.000000
1, 10, 2019, 11, 30, 3, 42.599998
1, 10, 2019, 11, 40, 2, 42.000000
1, 10, 2019, 11, 50, 2, 41.200001
1, 10, 2019, 12, 0, 3, 40.599998
1, 10, 2019, 12, 10, 2, 40.500000
1, 10, 2019, 12, 20, 5, 40.400002
1, 10, 2019, 12, 30, 5, 39.799999
1, 10, 2019, 12, 40, 3, 39.599998
1, 10, 2019, 12, 50, 2, 39.599998
