20, 8, 2019, 14, 57, 57, 24.500000
20, 8, 2019, 15, 0, 5, 24.500000
20, 8, 2019, 15, 10, 3, 24.000000
20, 8, 2019, 15, 20, 2, 24.000000
20, 8, 2019, 15, 30, 3, 24.000000
20, 8, 2019, 15, 40, 2, 24.100000
20, 8, 2019, 15, 50, 3, 24.100000
20, 8, 2019, 16, 0, 3, 24.200001
20, 8, 2019, 16, 10, 2, 24.299999
20, 8, 2019, 16, 20, 3, 24.299999
20, 8, 2019, 16, 30, 3, 24.100000
20, 8, 2019, 16, 40, 2, 24.100000
20, 8, 2019, 16, 50, 3, 23.900000
20, 8, 2019, 17, 0, 3, 24.000000
20, 8, 2019, 17, 10, 2, 23.799999
20, 8, 2019, 17, 20, 3, 24.000000
20, 8, 2019, 17, 30, 3, 23.900000
20, 8, 2019, 17, 40, 2, 23.799999
20, 8, 2019, 17, 50, 3, 23.799999
20, 8, 2019, 18, 0, 5, 23.600000
20, 8, 2019, 18, 10, 3, 23.500000
20, 8, 2019, 18, 20, 2, 23.600000
20, 8, 2019, 18, 30, 3, 23.700001
20, 8, 2019, 18, 40, 3, 23.700001
20, 8, 2019, 18, 50, 2, 23.700001
20, 8, 2019, 19, 0, 3, 23.700001
20, 8, 2019, 19, 10, 3, 23.400000
20, 8, 2019, 19, 20, 2, 23.400000
20, 8, 2019, 19, 30, 3, 23.400000
20, 8, 2019, 19, 40, 2, 23.200001
20, 8, 2019, 19, 50, 2, 23.100000
20, 8, 2019, 20, 0, 3, 23.100000
20, 8, 2019, 20, 10, 3, 23.200001
20, 8, 2019, 20, 20, 3, 23.100000
20, 8, 2019, 20, 30, 2, 23.200001
20, 8, 2019, 20, 40, 3, 23.100000
20, 8, 2019, 20, 50, 2, 23.200001
20, 8, 2019, 21, 0, 3, 23.100000
20, 8, 2019, 21, 10, 3, 23.000000
20, 8, 2019, 21, 20, 2, 23.000000
20, 8, 2019, 21, 30, 3, 23.100000
20, 8, 2019, 21, 40, 3, 23.100000
20, 8, 2019, 21, 50, 2, 23.200001
20, 8, 2019, 22, 0, 3, 23.100000
20, 8, 2019, 22, 10, 3, 23.000000
20, 8, 2019, 22, 20, 2, 23.000000
20, 8, 2019, 22, 30, 3, 23.100000
20, 8, 2019, 22, 40, 3, 23.299999
20, 8, 2019, 22, 50, 2, 23.400000
20, 8, 2019, 23, 0, 3, 23.000000
20, 8, 2019, 23, 10, 2, 22.799999
20, 8, 2019, 23, 20, 2, 22.600000
20, 8, 2019, 23, 30, 3, 22.500000
20, 8, 2019, 23, 40, 2, 22.299999
20, 8, 2019, 23, 50, 2, 22.200001
21, 8, 2019, 0, 0, 3, 22.000000
21, 8, 2019, 0, 10, 2, 22.100000
21, 8, 2019, 0, 20, 3, 22.000000
21, 8, 2019, 0, 30, 2, 22.000000
21, 8, 2019, 0, 40, 2, 21.799999
21, 8, 2019, 0, 50, 3, 21.799999
21, 8, 2019, 1, 0, 5, 22.000000
21, 8, 2019, 1, 10, 3, 21.900000
21, 8, 2019, 1, 20, 2, 22.000000
21, 8, 2019, 1, 30, 3, 21.900000
21, 8, 2019, 1, 40, 3, 22.000000
21, 8, 2019, 1, 50, 2, 21.799999
21, 8, 2019, 2, 0, 3, 21.799999
21, 8, 2019, 2, 10, 2, 21.600000
21, 8, 2019, 2, 20, 2, 21.600000
21, 8, 2019, 2, 30, 3, 21.600000
21, 8, 2019, 2, 40, 3, 21.500000
21, 8, 2019, 2, 50, 2, 21.500000
21, 8, 2019, 3, 0, 3, 21.500000
21, 8, 2019, 3, 10, 2, 21.299999
21, 8, 2019, 3, 20, 2, 21.299999
21, 8, 2019, 3, 30, 3, 21.299999
21, 8, 2019, 3, 40, 2, 21.200001
21, 8, 2019, 3, 50, 3, 21.200001
21, 8, 2019, 4, 0, 3, 21.000000
21, 8, 2019, 4, 10, 2, 21.000000
21, 8, 2019, 4, 20, 3, 21.000000
21, 8, 2019, 4, 30, 3, 20.900000
21, 8, 2019, 4, 40, 2, 20.799999
21, 8, 2019, 4, 50, 3, 21.000000
21, 8, 2019, 5, 0, 3, 20.900000
21, 8, 2019, 5, 10, 2, 20.700001
21, 8, 2019, 5, 20, 3, 21.100000
21, 8, 2019, 5, 30, 3, 20.799999
21, 8, 2019, 5, 40, 2, 21.100000
21, 8, 2019, 5, 50, 3, 20.799999
21, 8, 2019, 6, 0, 2, 21.000000
21, 8, 2019, 6, 10, 3, 21.000000
21, 8, 2019, 6, 20, 2, 21.100000
21, 8, 2019, 6, 30, 3, 21.500000
21, 8, 2019, 6, 40, 2, 21.700001
21, 8, 2019, 6, 50, 3, 21.799999
21, 8, 2019, 7, 0, 2, 21.799999
21, 8, 2019, 7, 10, 2, 21.600000
